anchor_components,boundary_f1,boundary_iou,bridge_risk,component_delta,component_error,dice,false_bridge,fn_pixels,fp_pixels,gt_components,image,iou,missing_anchor,precision,recall,risk_pixels,sep_fp_pixels,sep_fp_rate,sep_pixels,split
28,0.4789494448514907,0.31488068771305766,0,2,2,0.9246113477978727,0,2113,3231,26,11285.png,0.8597927325200052,0,0.9102549858341203,0.93942781791079,5142,3155,0.21823338175278412,14457,train
23,0.501596877217885,0.33475429248075783,0,0,0,0.910531682447196,0,1532,1539,23,11336.png,0.8357578350625735,0,0.9103460328556449,0.9107174077743458,2983,1515,0.15981012658227847,9480,train
23,0.5183089483469404,0.3498090561920349,0,0,0,0.9258253142409871,0,1240,1982,23,11355.png,0.8618945563651951,0,0.9102761430511543,0.9419149334832303,3176,1937,0.18835083625048618,10284,train
26,0.45972269966769796,0.2984674899568517,0,0,0,0.9443945376424955,0,4568,3417,26,11382.png,0.8946472629398493,0,0.952025272025272,0.9368851553000995,7619,3174,0.15325929502655722,20710,train
22,0.5656028368794326,0.3943139678615575,0,0,0,0.9221497727721795,0,1128,1236,22,11383.png,0.855545371219065,0,0.918881669620004,0.9254412056315685,2292,1217,0.14235583109135572,8549,train
25,0.4736520854526958,0.310317248733671,1,-1,1,0.9288947633139555,1,3338,2741,26,11488.png,0.8672301576901236,0,0.9354268752355823,0.9224532466023928,5680,2594,0.1636489811368368,15851,train
28,0.47415351998503463,0.31074785451573356,0,4,4,0.9086771606585163,0,3952,1867,24,11612.png,0.8326382697230291,0,0.9394165557971249,0.8798857212327518,4682,1836,0.1396091551973234,13151,train
27,0.44056775830624056,0.2825180514593715,0,3,3,0.8936307952791196,0,2707,1565,24,11630.png,0.8077148129810505,0,0.9197847257816504,0.8689231067208987,3849,1514,0.1423333646704898,10637,train
26,0.471519512870191,0.30848906272635085,1,-1,1,0.922480510476945,1,3684,1795,27,11662.png,0.856114918984217,0,0.9478121820031982,0.898467644140668,5127,1781,0.11985195154777928,14860,train
27,0.5579103006407097,0.3868762816131237,0,2,2,0.9460455806529258,0,2296,1963,25,11666.png,0.8976152699649022,0,0.9500534323952979,0.9420714015390438,4230,1954,0.13081609426256946,14937,train
27,0.5080271522465252,0.34050696901856,0,1,1,0.9298351185461547,0,3067,2180,26,11779.png,0.8688708951866847,0,0.9409965626437871,0.918935349156843,4833,2180,0.14486975013290804,15048,train
