useful_threshold,risk_threshold,accepted,positive,strict_useful,hard_risk,precision_useful,risk_rate,score,accepted_images,useful_images,risk_images
0.4,0.65,23,8,5,13,0.21739130434782608,0.5652173913043478,-16.4,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
0.1,0.5,35,13,9,17,0.2571428571428571,0.4857142857142857,-18.0,10520.png|12627.png|13436.png|13867.png|1399.png|1418.png|15067.png|15369.png|15446.png|1828.png|1855.png|1880.png|1934.png|2044.png|2246.png|2248.png|3058.png|3269.png|3354.png|3366.png|3392.png|3460.png|3493.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|6698.png|7259.png|7269.png|7654.png|8253.png,10520.png|12627.png|13867.png|1418.png|2044.png|3354.png|3460.png|3678.png|6698.png,13436.png|1399.png|15369.png|15446.png|1828.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png|8253.png
0.35,0.55,25,9,5,14,0.2,0.56,-18.0,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|15446.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
0.35,0.6,25,9,5,14,0.2,0.56,-18.0,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|15446.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
0.2,0.5,31,11,7,16,0.22580645161290322,0.5161290322580645,-18.8,10520.png|12627.png|13436.png|13867.png|1399.png|1418.png|15067.png|15446.png|1828.png|1855.png|1880.png|2044.png|2246.png|2248.png|3058.png|3269.png|3354.png|3366.png|3392.png|3493.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|7259.png|7269.png|7654.png|8253.png,10520.png|12627.png|13867.png|1418.png|2044.png|3354.png|3678.png,13436.png|1399.png|15446.png|1828.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png|8253.png
0.45,0.7,20,5,3,13,0.15,0.65,-19.0,12627.png|13436.png|1399.png|1418.png|15274.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3596.png|3602.png|3725.png|3777.png|3840.png|5882.png|7259.png,1418.png|2044.png|3354.png,12627.png|13436.png|1399.png|15274.png|2248.png|3366.png|3392.png|3596.png|3725.png|3777.png|3840.png|5882.png|7259.png
0.45,0.75,20,5,3,13,0.15,0.65,-19.0,12627.png|13436.png|1399.png|1418.png|15274.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3596.png|3602.png|3725.png|3777.png|3840.png|5882.png|7259.png,1418.png|2044.png|3354.png,12627.png|13436.png|1399.png|15274.png|2248.png|3366.png|3392.png|3596.png|3725.png|3777.png|3840.png|5882.png|7259.png
0.15,0.55,37,14,9,18,0.24324324324324326,0.4864864864864865,-19.6,10520.png|10618.png|12627.png|13436.png|13867.png|1399.png|1418.png|15067.png|15446.png|1560.png|1828.png|1855.png|1880.png|1934.png|2044.png|2246.png|2248.png|3058.png|3269.png|3354.png|3366.png|3392.png|3460.png|3493.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|6698.png|7253.png|7259.png|7269.png|7654.png|8253.png,10520.png|13867.png|1418.png|2044.png|3354.png|3460.png|3678.png|6698.png|7253.png,10618.png|12627.png|13436.png|1399.png|15446.png|1560.png|1828.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|8253.png
0.25,0.5,27,8,5,15,0.18518518518518517,0.5555555555555556,-19.6,10520.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3058.png|3354.png|3366.png|3392.png|3493.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|7259.png|7269.png|7654.png|8253.png,10520.png|1418.png|2044.png|3354.png|3678.png,13436.png|1399.png|15446.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png|8253.png
0.3,0.55,27,9,5,15,0.18518518518518517,0.5555555555555556,-19.6,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|7259.png|7269.png|7654.png|8253.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|15446.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|8253.png
