accepted,accepted_images,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,precision_useful,risk,risk_rate,risk_threshold,useful,useful_threshold
29,29,-0.0003183132617351988,-0.00026875989348191116,-0.00021962541051001212,-0.0004356112670897225,-0.00036803575483838365,-0.0005751056530589222,0.2413793103448276,22,0.7586206896551724,0.7,7,0.1
32,32,-0.0002563592572513767,-0.0002217275788901911,-0.0002007705820573219,-0.000452138141744194,-0.00034232499796142506,-0.000585723437496688,0.25,24,0.75,0.75,8,0.1
35,35,2.215979072645908e-05,-2.2821589718464786e-05,-0.00017290515191508782,-0.0005757398362439322,-0.00029489965151013555,-0.0005558495718541596,0.2571428571428571,25,0.7142857142857143,0.8,9,0.1
0,0,,,,,,,0.0,0,0.0,0.1,0,0.15
1,1,-0.0006601411268010171,-0.0005427152268556723,-0.0003932029824582628,-0.00015080681646811867,-0.0006991308183337264,-0.0008047450150516777,0.0,1,1.0,0.15,0,0.15
2,2,-0.00037620364564222575,-0.0003055722952493706,-0.00026634592104524124,-0.00038094068378167686,-0.000465218665694378,-0.0006444585979507589,0.0,2,1.0,0.2,0,0.15
4,4,0.00021986912432903072,0.00017344546078074813,-0.0001634888502835552,-0.000570492057417436,-0.0002885643467690213,-0.0005072391055322423,0.25,3,0.75,0.25,1,0.15
7,7,-0.00025367259205325406,-0.00022895422624399125,-0.00021007619443737444,-0.0005254450105939913,-0.0003540980266958054,-0.0005511095201368958,0.14285714285714285,5,0.7142857142857143,0.3,1,0.15
9,9,-0.0006742742233654336,-0.0005351452703876605,-0.00027055987407386,-0.00028702495146767,-0.00044893796618322094,-0.0005828127608970249,0.1111111111111111,8,0.8888888888888888,0.35,1,0.15
9,9,-0.0006742742233654336,-0.0005351452703876605,-0.00027055987407386,-0.00028702495146767,-0.00044893796618322094,-0.0005828127608970249,0.1111111111111111,8,0.8888888888888888,0.4,1,0.15
10,10,-0.00018660391517353602,-0.00010619425299881608,-0.0001927687884714091,-0.0003718474060087101,-0.00031928722509131366,-0.0004891907578980614,0.2,8,0.8,0.45,2,0.15
11,11,-0.00016889298784918,-9.5919518275782e-05,-0.00017684669533020575,-0.00039970657138243344,-0.0002931000615886995,-0.0004708567773153175,0.2727272727272727,8,0.7272727272727273,0.5,3,0.15
17,17,-0.0004543417246090087,-0.00034267732922610346,-0.0002119609997755936,-0.00032317405827826255,-0.0003575145987386534,-0.0005080953202628188,0.23529411764705882,13,0.7647058823529411,0.55,4,0.15
20,20,-0.0005466222898435485,-0.00042809869188753584,-0.00025748313895267996,-0.0003480725760882923,-0.00043718397680321265,-0.0006099002584793567,0.25,15,0.75,0.6,5,0.15
25,25,-0.0005204109448306516,-0.0004015520849973869,-0.0002247355777487181,-0.0002898660929119318,-0.00037943843547648013,-0.0005546280269081372,0.2,20,0.8,0.65,5,0.15
28,28,-0.0003695625661170529,-0.00030516707371444775,-0.0002068197949311417,-0.00038151230252414514,-0.000345368158819258,-0.000543025800464146,0.25,21,0.75,0.7,7,0.15
31,31,-0.0003006504352580894,-0.0002530943121779106,-0.00018859599932631992,-0.0004038076858351071,-0.00032102166101263547,-0.0005570905959413341,0.25806451612903225,23,0.7419354838709677,0.75,8,0.15
34,34,-1.003160545678378e-05,-4.557049391692297e-05,-0.00016098522559734383,-0.0005353091762826982,-0.00027408115763178953,-0.0005288645143877332,0.2647058823529412,24,0.7058823529411765,0.8,9,0.15
0,0,,,,,,,0.0,0,0.0,0.1,0,0.2
1,1,-0.0006601411268010171,-0.0005427152268556723,-0.0003932029824582628,-0.00015080681646811867,-0.0006991308183337264,-0.0008047450150516777,0.0,1,1.0,0.15,0,0.2
2,2,-0.00037620364564222575,-0.0003055722952493706,-0.00026634592104524124,-0.00038094068378167686,-0.000465218665694378,-0.0006444585979507589,0.0,2,1.0,0.2,0,0.2
4,4,0.00021986912432903072,0.00017344546078074813,-0.0001634888502835552,-0.000570492057417436,-0.0002885643467690213,-0.0005072391055322423,0.25,3,0.75,0.25,1,0.2
7,7,-0.00025367259205325406,-0.00022895422624399125,-0.00021007619443737444,-0.0005254450105939913,-0.0003540980266958054,-0.0005511095201368958,0.14285714285714285,5,0.7142857142857143,0.3,1,0.2
9,9,-0.0006742742233654336,-0.0005351452703876605,-0.00027055987407386,-0.00028702495146767,-0.00044893796618322094,-0.0005828127608970249,0.1111111111111111,8,0.8888888888888888,0.35,1,0.2
9,9,-0.0006742742233654336,-0.0005351452703876605,-0.00027055987407386,-0.00028702495146767,-0.00044893796618322094,-0.0005828127608970249,0.1111111111111111,8,0.8888888888888888,0.4,1,0.2
10,10,-0.00018660391517353602,-0.00010619425299881608,-0.0001927687884714091,-0.0003718474060087101,-0.00031928722509131366,-0.0004891907578980614,0.2,8,0.8,0.45,2,0.2
11,11,-0.00016889298784918,-9.5919518275782e-05,-0.00017684669533020575,-0.00039970657138243344,-0.0002931000615886995,-0.0004708567773153175,0.2727272727272727,8,0.7272727272727273,0.5,3,0.2
16,16,-0.00045544747488769806,-0.0003474164528336548,-0.0001895288370051193,-0.0003293436061145884,-0.00032086564661758937,-0.00047281833298403603,0.25,12,0.75,0.55,4,0.2
